area,region,geo_lookup,industrial_size,rental_industrial_2022:2,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,latitude,longitude
 Montague Gardens,Cape Town," Montague Gardens, Cape Town, South Africa", 10000m�,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,-33.8597498,18.5229164
 Paarden Eiland/Metro,Cape Town," Paarden Eiland/Metro, Cape Town, South Africa", 10000m�,65.75,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Parow Beaconvale,Cape Town," Parow Beaconvale, Cape Town, South Africa", 10000m�,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,-33.9096806,18.5862094
 Parow Industria,Cape Town," Parow Industria, Cape Town, South Africa", 10000m�,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Rivergate,Cape Town," Rivergate, Cape Town, South Africa", 10000m�,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.7978741,18.5323278
 Saxenburg Industrial Park,Cape Town," Saxenburg Industrial Park, Cape Town, South Africa", 10000m�,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.9533589,18.7017911
 Woodstock/Salt River/Observatory,Cape Town," Woodstock/Salt River/Observatory, Cape Town, South Africa", 10000m�,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.92584,18.42322
 Aeroton,Central Witwatersrand ," Aeroton, Central Witwatersrand , South Africa", 10000m�,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Amalgam,Central Witwatersrand ," Amalgam, Central Witwatersrand , South Africa", 10000m�,39.33,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Barbeque Downs,Central Witwatersrand ," Barbeque Downs, Central Witwatersrand , South Africa", 10000m�,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Benrose,Central Witwatersrand ," Benrose, Central Witwatersrand , South Africa", 10000m�,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Booysens/Booysens Reserve/Ophirton,Central Witwatersrand ," Booysens/Booysens Reserve/Ophirton, Central Witwatersrand , South Africa", 10000m�,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Cambridge Park,Central Witwatersrand ," Cambridge Park, Central Witwatersrand , South Africa", 10000m�,53.67,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Central Witwatersrand average,Central Witwatersrand ," Central Witwatersrand average, Central Witwatersrand , South Africa", 10000m�,51.32,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Chloorkop,Central Witwatersrand ," Chloorkop, Central Witwatersrand , South Africa", 10000m�,48.25,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 City Deep,Central Witwatersrand ," City Deep, Central Witwatersrand , South Africa", 10000m�,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Clayville/Olifantsfontein,Central Witwatersrand ," Clayville/Olifantsfontein, Central Witwatersrand , South Africa", 10000m�,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Cleveland/Heriotdale,Central Witwatersrand ," Cleveland/Heriotdale, Central Witwatersrand , South Africa", 10000m�,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Commercia,Central Witwatersrand ," Commercia, Central Witwatersrand , South Africa", 10000m�,55.67,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Corporate Park (Midrand),Central Witwatersrand ," Corporate Park (Midrand), Central Witwatersrand , South Africa", 10000m�,63.33,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Cosmo Business Park,Central Witwatersrand ," Cosmo Business Park, Central Witwatersrand , South Africa", 10000m�,57.67,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Crown Mines,Central Witwatersrand ," Crown Mines, Central Witwatersrand , South Africa", 10000m�,36.67,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Denver (New),Central Witwatersrand ," Denver (New), Central Witwatersrand , South Africa", 10000m�,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Denver (Old),Central Witwatersrand ," Denver (Old), Central Witwatersrand , South Africa", 10000m�,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Devland/Nancefield,Central Witwatersrand ," Devland/Nancefield, Central Witwatersrand , South Africa", 10000m�,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Industria Central Wits,Central Witwatersrand ," Industria Central Wits, Central Witwatersrand , South Africa", 10000m�,35.75,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Kew/Wynberg East,Central Witwatersrand ," Kew/Wynberg East, Central Witwatersrand , South Africa", 10000m�,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Kramerville/Eastgate Ext 12 & Ext 13,Central Witwatersrand ," Kramerville/Eastgate Ext 12 & Ext 13, Central Witwatersrand , South Africa", 10000m�,70.67,,,,,,,,,,,,,,,,,,,,,,,,,,50.7236,-3.52751
 Kya Sand East,Central Witwatersrand ," Kya Sand East, Central Witwatersrand , South Africa", 10000m�,45.75,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Kya Sand West,Central Witwatersrand ," Kya Sand West, Central Witwatersrand , South Africa", 10000m�,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Kyalami Business Park,Central Witwatersrand ," Kyalami Business Park, Central Witwatersrand , South Africa", 10000m�,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Lanseria Corporate Estate,Central Witwatersrand ," Lanseria Corporate Estate, Central Witwatersrand , South Africa", 10000m�,56.25,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Linbro Park,Central Witwatersrand ," Linbro Park, Central Witwatersrand , South Africa", 10000m�,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Longlake,Central Witwatersrand ," Longlake, Central Witwatersrand , South Africa", 10000m�,63.13,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Lords View,Central Witwatersrand ," Lords View, Central Witwatersrand , South Africa", 10000m�,69.08,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Marlboro South (Alexandra),Central Witwatersrand ," Marlboro South (Alexandra), Central Witwatersrand , South Africa", 10000m�,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Mostyn Park,Central Witwatersrand ," Mostyn Park, Central Witwatersrand , South Africa", 10000m�,56.25,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 North Riding/Hoogland,Central Witwatersrand ," North Riding/Hoogland, Central Witwatersrand , South Africa", 10000m�,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Reuven,Central Witwatersrand ," Reuven, Central Witwatersrand , South Africa", 10000m�,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Robertsham,Central Witwatersrand ," Robertsham, Central Witwatersrand , South Africa", 10000m�,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Selby (Old)/Selby X2/Park Central,Central Witwatersrand ," Selby (Old)/Selby X2/Park Central, Central Witwatersrand , South Africa", 10000m�,34.33,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Selby Ext 11,Central Witwatersrand ," Selby Ext 11, Central Witwatersrand , South Africa", 10000m�,39.33,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Selby Ext 12/13/15/19/20/24/City West,Central Witwatersrand ," Selby Ext 12/13/15/19/20/24/City West, Central Witwatersrand , South Africa", 10000m�,37.67,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Selby Ext 3/4/6,Central Witwatersrand ," Selby Ext 3/4/6, Central Witwatersrand , South Africa", 10000m�,34.33,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Selby Ext 5/10/14/18,Central Witwatersrand ," Selby Ext 5/10/14/18, Central Witwatersrand , South Africa", 10000m�,37.67,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Steeledale/Electron/Tulisa Park,Central Witwatersrand ," Steeledale/Electron/Tulisa Park, Central Witwatersrand , South Africa", 10000m�,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Strijdom Park,Central Witwatersrand ," Strijdom Park, Central Witwatersrand , South Africa", 10000m�,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Village Main/Village Deep/New Centre,Central Witwatersrand ," Village Main/Village Deep/New Centre, Central Witwatersrand , South Africa", 10000m�,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Waterfall,Central Witwatersrand ," Waterfall, Central Witwatersrand , South Africa", 10000m�,74.33,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
" Wesco Park/Eastgate X3, X11, X6, X8/Marlboro North (New)",Central Witwatersrand ," Wesco Park/Eastgate X3, X11, X6, X8/Marlboro North (New), Central Witwatersrand , South Africa", 10000m�,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Wynberg proper,Central Witwatersrand ," Wynberg proper, Central Witwatersrand , South Africa", 10000m�,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,-26.25,28.0
 Avoca/Red Hill/Northgate,Durban," Avoca/Red Hill/Northgate, Durban, South Africa", 10000m�,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Ballito,Durban," Ballito, Durban, South Africa", 10000m�,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Briardene Industrial Park,Durban," Briardene Industrial Park, Durban, South Africa", 10000m�,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Canelands,Durban," Canelands, Durban, South Africa", 10000m�,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Cato Ridge,Durban," Cato Ridge, Durban, South Africa", 10000m�,61.25,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Chris Hani Rd (North Coast)/Briardene,Durban," Chris Hani Rd (North Coast)/Briardene, Durban, South Africa", 10000m�,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Cornubia,Durban," Cornubia, Durban, South Africa", 10000m�,78.75,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Dube Tradeport,Durban," Dube Tradeport, Durban, South Africa", 10000m�,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Durban average,Durban," Durban average, Durban, South Africa", 10000m�,62.86,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Falcon Park,Durban," Falcon Park, Durban, South Africa", 10000m�,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.9059606,30.9058425
 Felix Dlamini Rd (Brickfield),Durban," Felix Dlamini Rd (Brickfield), Durban, South Africa", 10000m�,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Glen Anil,Durban," Glen Anil, Durban, South Africa", 10000m�,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.7516172,31.0397277
 Hammarsdale,Durban," Hammarsdale, Durban, South Africa", 10000m�,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Isipingo,Durban," Isipingo, Durban, South Africa", 10000m�,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Jacobs,Durban," Jacobs, Durban, South Africa", 10000m�,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,-29.9263889,30.9866667
 Kingsburgh,Durban," Kingsburgh, Durban, South Africa", 10000m�,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Mariann Park/Southmead,Durban," Mariann Park/Southmead, Durban, South Africa", 10000m�,61.25,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Maxmead,Durban," Maxmead, Durban, South Africa", 10000m�,61.67,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Mayville,Durban," Mayville, Durban, South Africa", 10000m�,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Mobeni,Durban," Mobeni, Durban, South Africa", 10000m�,61.57,,,,,,,,,,,,,,,,,,,,,,,,,,-29.9333333,30.9736111
 Mount Edgecombe,Durban," Mount Edgecombe, Durban, South Africa", 10000m�,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 New Germany,Durban," New Germany, Durban, South Africa", 10000m�,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8098859,30.8952367
 New Westmead/Mahogany,Durban," New Westmead/Mahogany, Durban, South Africa", 10000m�,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Phoenix,Durban," Phoenix, Durban, South Africa", 10000m�,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Pinetown Central,Durban," Pinetown Central, Durban, South Africa", 10000m�,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Prospecton,Durban," Prospecton, Durban, South Africa", 10000m�,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Riverhorse Valley Business Estate,Durban," Riverhorse Valley Business Estate, Durban, South Africa", 10000m�,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Rossburgh/South Coast Rd,Durban," Rossburgh/South Coast Rd, Durban, South Africa", 10000m�,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Southgate Industrial Park,Durban," Southgate Industrial Park, Durban, South Africa", 10000m�,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Springfield Park,Durban," Springfield Park, Durban, South Africa", 10000m�,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Tongaat,Durban," Tongaat, Durban, South Africa", 10000m�,45.67,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Umbilo/Sydney Rd/Magwaza Maphalala St (Gale),Durban," Umbilo/Sydney Rd/Magwaza Maphalala St (Gale), Durban, South Africa", 10000m�,63.75,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Umbogintwini/Southgate,Durban," Umbogintwini/Southgate, Durban, South Africa", 10000m�,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Umgeni Park,Durban," Umgeni Park, Durban, South Africa", 10000m�,78.33,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8053559,31.0189902
 Umgeni Rd/Stamford Hill,Durban," Umgeni Rd/Stamford Hill, Durban, South Africa", 10000m�,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8194005,31.0273238
 Verulam,Durban," Verulam, Durban, South Africa", 10000m�,52.33,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 Westmead,Durban," Westmead, Durban, South Africa", 10000m�,64.25,,,,,,,,,,,,,,,,,,,,,,,,,,-29.8579,31.0292
 East London average,East London," East London average, East London, South Africa", 10000m�,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.01529,27.91162
 West Bank Industrial Area,East London," West Bank Industrial Area, East London, South Africa", 10000m�,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.01529,27.91162
 Aeroport/Spartan Ext 2,East Rand," Aeroport/Spartan Ext 2, East Rand, South Africa", 10000m�,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Alrode & Xs,East Rand," Alrode & Xs, East Rand, South Africa", 10000m�,40.11,,,,,,,,,,,,,,,,,,,,,,,,,,-26.2982628,28.1202109
 Alrode South,East Rand," Alrode South, East Rand, South Africa", 10000m�,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Bartletts,East Rand," Bartletts, East Rand, South Africa", 10000m�,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Delville,East Rand," Delville, East Rand, South Africa", 10000m�,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Driehoek/Industries W,East Rand," Driehoek/Industries W, East Rand, South Africa", 10000m�,43.33,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 East Rand average,East Rand," East Rand average, East Rand, South Africa", 10000m�,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Eastleigh,East Rand," Eastleigh, East Rand, South Africa", 10000m�,47.29,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Elandsfontein,East Rand," Elandsfontein, East Rand, South Africa", 10000m�,41.22,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Founders View,East Rand," Founders View, East Rand, South Africa", 10000m�,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Germiston S/Industries E,East Rand," Germiston S/Industries E, East Rand, South Africa", 10000m�,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Gosforth Park,East Rand," Gosforth Park, East Rand, South Africa", 10000m�,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Henville,East Rand," Henville, East Rand, South Africa", 10000m�,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Hughes,East Rand," Hughes, East Rand, South Africa", 10000m�,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Isando,East Rand," Isando, East Rand, South Africa", 10000m�,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Isando 3,East Rand," Isando 3, East Rand, South Africa", 10000m�,49.43,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Jet Park,East Rand," Jet Park, East Rand, South Africa", 10000m�,51.33,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Knights,East Rand," Knights, East Rand, South Africa", 10000m�,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Lilianton,East Rand," Lilianton, East Rand, South Africa", 10000m�,31.67,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Longmeadow,East Rand," Longmeadow, East Rand, South Africa", 10000m�,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Meadowbrook/Wilbart,East Rand," Meadowbrook/Wilbart, East Rand, South Africa", 10000m�,55.43,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Pomona/Kempton Park,East Rand," Pomona/Kempton Park, East Rand, South Africa", 10000m�,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Roodekop,East Rand," Roodekop, East Rand, South Africa", 10000m�,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Route 24/Meadowdale,East Rand," Route 24/Meadowdale, East Rand, South Africa", 10000m�,48.33,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Rustivia/Activia Park,East Rand," Rustivia/Activia Park, East Rand, South Africa", 10000m�,42.71,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 S&J Industrial Estate,East Rand," S&J Industrial Estate, East Rand, South Africa", 10000m�,66.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Sebenza Ext 14,East Rand," Sebenza Ext 14, East Rand, South Africa", 10000m�,46.14,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Spartan Ext 16 (Sebenza Link) + Ext 1/3/7,East Rand," Spartan Ext 16 (Sebenza Link) + Ext 1/3/7, East Rand, South Africa", 10000m�,47.17,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Spartan Proper,East Rand," Spartan Proper, East Rand, South Africa", 10000m�,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Sunnyrock,East Rand," Sunnyrock, East Rand, South Africa", 10000m�,54.89,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Tunney/Greenhills,East Rand," Tunney/Greenhills, East Rand, South Africa", 10000m�,54.29,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Apex,Far East Rand," Apex, Far East Rand, South Africa", 10000m�,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Benoni South,Far East Rand," Benoni South, Far East Rand, South Africa", 10000m�,40.25,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Boksburg North & East,Far East Rand," Boksburg North & East, Far East Rand, South Africa", 10000m�,43.75,,,,,,,,,,,,,,,,,,,,,,,,,,-26.2084475,28.2535265
 Far East Rand average,Far East Rand," Far East Rand average, Far East Rand, South Africa", 10000m�,40.31,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Morehill Ext 8 Benoni,Far East Rand," Morehill Ext 8 Benoni, Far East Rand, South Africa", 10000m�,35.67,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 New Era/Vulcania,Far East Rand," New Era/Vulcania, Far East Rand, South Africa", 10000m�,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.17722,28.22194
 Deal Party,Gqeberha," Deal Party, Gqeberha, South Africa", 10000m�,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,-33.8954029,25.6168853
 Fairview,Gqeberha," Fairview, Gqeberha, South Africa", 10000m�,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,-29.0,24.0
 Gqeberha average,Gqeberha," Gqeberha average, Gqeberha, South Africa", 10000m�,33.84,,,,,,,,,,,,,,,,,,,,,,,,,,-29.0,24.0
 Greenbushes,Gqeberha," Greenbushes, Gqeberha, South Africa", 10000m�,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,-29.0,24.0
 Korsten/Neave/Sidwell/Sydenham,Gqeberha," Korsten/Neave/Sidwell/Sydenham, Gqeberha, South Africa", 10000m�,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,-29.0,24.0
 Markman Township,Gqeberha," Markman Township, Gqeberha, South Africa", 10000m�,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.0,24.0
 North End,Gqeberha," North End, Gqeberha, South Africa", 10000m�,31.67,,,,,,,,,,,,,,,,,,,,,,,,,,-33.9422092,25.6053223
 Perseverance,Gqeberha," Perseverance, Gqeberha, South Africa", 10000m�,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.0,24.0
 South End Walmer,Gqeberha," South End Walmer, Gqeberha, South Africa", 10000m�,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.0,24.0
 Struandale,Gqeberha," Struandale, Gqeberha, South Africa", 10000m�,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,-33.902231,25.5767651
 Walmer,Gqeberha," Walmer, Gqeberha, South Africa", 10000m�,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,-33.9783333,25.5874001
 Mbombela average,Mbombela," Mbombela average, Mbombela, South Africa", 10000m�,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,-25.47448,30.97033
 Mbombela East,Mbombela," Mbombela East, Mbombela, South Africa", 10000m�,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.47448,30.97033
 Mbombela West,Mbombela," Mbombela West, Mbombela, South Africa", 10000m�,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.4724624,30.9607723
 Riverside Park,Mbombela," Riverside Park, Mbombela, South Africa", 10000m�,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.4465957,30.9629239
 Rocky's Drift,Mbombela," Rocky's Drift, Mbombela, South Africa", 10000m�,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.47448,30.97033
 Mkondeni/Shortts Retreat,Pietermaritzburg," Mkondeni/Shortts Retreat, Pietermaritzburg, South Africa", 10000m�,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.61679,30.39278
 Pietermaritzburg average,Pietermaritzburg," Pietermaritzburg average, Pietermaritzburg, South Africa", 10000m�,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.61679,30.39278
 Willowton,Pietermaritzburg," Willowton, Pietermaritzburg, South Africa", 10000m�,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,-29.5913889,30.4075
 Centurion,Pretoria," Centurion, Pretoria, South Africa", 10000m�,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.8349977,28.2109191
 Charlotte Maxeke,Pretoria," Charlotte Maxeke, Pretoria, South Africa", 10000m�,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,-25.7546708,28.1438424
 Gateway,Pretoria," Gateway, Pretoria, South Africa", 10000m�,51.67,,,,,,,,,,,,,,,,,,,,,,,,,,-25.74486,28.18783
 Hennopspark X15 & X7,Pretoria," Hennopspark X15 & X7, Pretoria, South Africa", 10000m�,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,-25.8497222,28.1741667
 Hermanstad,Pretoria," Hermanstad, Pretoria, South Africa", 10000m�,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,-25.7163889,28.1616667
 Kirkney,Pretoria," Kirkney, Pretoria, South Africa", 10000m�,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.7191667,28.1016667
 Klerksoord,Pretoria," Klerksoord, Pretoria, South Africa", 10000m�,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.74486,28.18783
 Koedoespoort,Pretoria," Koedoespoort, Pretoria, South Africa", 10000m�,41.67,,,,,,,,,,,,,,,,,,,,,,,,,,-25.7264404,28.2797608
 Lyttelton Manor X4/X6,Pretoria," Lyttelton Manor X4/X6, Pretoria, South Africa", 10000m�,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.74486,28.18783
 Pretoria average,Pretoria," Pretoria average, Pretoria, South Africa", 10000m�,40.26,,,,,,,,,,,,,,,,,,,,,,,,,,-25.74486,28.18783
 Pretoria Industrial Township,Pretoria," Pretoria Industrial Township, Pretoria, South Africa", 10000m�,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,-25.74486,28.18783
 Pretoria North,Pretoria," Pretoria North, Pretoria, South Africa", 10000m�,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.672735,28.1734163
 Rosslyn,Pretoria," Rosslyn, Pretoria, South Africa", 10000m�,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.6512587,28.1613493
 Samcor Park,Pretoria," Samcor Park, Pretoria, South Africa", 10000m�,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,-25.74486,28.18783
 Silverton/Silvertondale,Pretoria," Silverton/Silvertondale, Pretoria, South Africa", 10000m�,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,-25.74486,28.18783
 Silvertondale X1,Pretoria," Silvertondale X1, Pretoria, South Africa", 10000m�,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,-25.74486,28.18783
 Sunderland Ridge,Pretoria," Sunderland Ridge, Pretoria, South Africa", 10000m�,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,-25.8398601,28.1061423
